,id
0,1293049500827779072
1,1293049482687332352
2,1293049481244573698
3,1293049465763508229
4,1293049445072822272
5,1293049431525392389
6,1293049425703645185
7,1293049403897335808
8,1293049397702516742
9,1293049387501854723
10,1293049372423249920
11,1293049369072041985
12,1293049334917865472
13,1293049328013963271
14,1293049297278296064
15,1293049267142250501
16,1293049257503551489
17,1293049254995349508
18,1293049251082178567
19,1293049235332448256
20,1293049227900116994
21,1293049222040887296
22,1293049206614056960
23,1293049205351747584
24,1293049173835644929
25,1293049170148769793
26,1293049165778497537
27,1293049068663398400
28,1293049068176855040
29,1293049067514105857
30,1293049061709238279
31,1293049059477827584
32,1293049045083136001
33,1293049027978596352
34,1293048992947789826
35,1293048985058340865
36,1293048981543518209
37,1293048978314080256
38,1293048966108442625
39,1293048932897927168
40,1293048917882359814
41,1293048911528042496
42,1293048910076944384
43,1293048903911211008
44,1293048888866123776
45,1293048872756027392
46,1293048846210068481
47,1293048833753206785
48,1293048820117524481
49,1293048775540383744
50,1293048765981421570
51,1293048764710739969
52,1293048727721009152
53,1293048715301621760
54,1293048702853160962
55,1293048689083252736
56,1293048685446795264
57,1293048676709875712
58,1293048671244673024
59,1293048664575811584
60,1293048638168498176
61,1293048636377448449
62,1293048582551900161
63,1293048560586383361
64,1293048487861346304
65,1293048484308946945
66,1293048478973616128
67,1293048432316227584
68,1293048409084112902
69,1293048405607022592
70,1293048400540135426
71,1293048391920783360
72,1293048354377740288
73,1293048349533196288
74,1293048347163467776
75,1293048346521862146
76,1293048333725044742
77,1293048302372442112
78,1293048286669148160
79,1293048282873245697
80,1293048262782377984
81,1293048261209722880
82,1293048254024884225
83,1293048253152407553
84,1293048246185598976
85,1293048246080741377
86,1293048222567473152
87,1293048208818544641
88,1293048206109048832
89,1293048180964294656
90,1293048176442834945
91,1293048173145886720
92,1293048168335028224
93,1293048166196154368
94,1293048156599410690
95,1293048150366724097
96,1293048144066777089
97,1293048142003343360
98,1293048137754394624
99,1293048132876431366
100,1293048131475484673
101,1293048129202409472
102,1293048119190360066
103,1293048115327467521
104,1293048085170589696
105,1293048068024217605
106,1293048063750221824
107,1293048058503024640
108,1293048046457036802
109,1293048045421174787
110,1293048022851399681
111,1293048017273028608
112,1293048011015168000
113,1293048008733581319
114,1293048007328444416
115,1293048006384771072
116,1293048004786757633
117,1293047979218092034
118,1293047975669833728
119,1293047964655591424
120,1293047963305095170
121,1293047957063950337
122,1293047947274465280
123,1293047914739056640
124,1293047909290840064
125,1293047906044227584
126,1293047876726206465
127,1293047869067460608
128,1293047868165685253
129,1293047867863695360
130,1293047856568266753
131,1293047845864398848
132,1293047831293390850
133,1293047829754249217
134,1293047827304718336
135,1293047822133211142
136,1293047807650066432
137,1293047794241077248
138,1293047792357711874
139,1293047772413743104
140,1293047767556853760
141,1293047742739156992
142,1293047740096602112
143,1293047696165486592
144,1293047694999445504
145,1293047686673965057
146,1293047679274987521
147,1293047666893393920
148,1293047651030769665
149,1293047646303723521
150,1293047589454196736
151,1293047587780476929
152,1293047565936599044
153,1293047557992656896
154,1293047535007707136
155,1293047516561383424
156,1293047502434758656
157,1293047490405597184
158,1293047476388278272
159,1293047473670434816
160,1293047463297810432
161,1293047457417326592
162,1293047442087112704
163,1293047414337744897
164,1293047391638228992
165,1293047379168391169
166,1293047375318208512
167,1293047335291744259
168,1293047335014920195
169,1293047327058403328
170,1293047324772458496
171,1293047311338266624
172,1293047309740072960
173,1293047271324557315
174,1293047270959538176
175,1293047254572400641
176,1293047250264834048
177,1293047240353865728
178,1293047213082521608
179,1293047212784615424
180,1293047206493052930
181,1293047183474716673
182,1293047169449168897
183,1293047162805395457
184,1293047158418165760
185,1293047116596535297
186,1293047098640748545
187,1293047090138906626
188,1293047086645043202
189,1293047080873684992
190,1293047076021035008
191,1293047071776399360
192,1293047067015655424
193,1293047066319622144
194,1293047059336048640
195,1293047055397527552
196,1293047053078020096
197,1293047046660853760
198,1293047020609921024
199,1293047020479946752
200,1293046996769468416
201,1293046996278878208
202,1293046993674272769
203,1293046960778223623
204,1293046943783034880
205,1293046934102355968
206,1293046927471386625
207,1293046912505933825
208,1293046902292963328
209,1293046853072715776
210,1293046851784990720
211,1293046837151035392
212,1293046819941908480
213,1293046815219220480
214,1293046809405923328
215,1293046804993282048
216,1293046757346045953
217,1293046711649067008
218,1293046702409240577
219,1293046699137667072
220,1293046695463329797
221,1293046669378977794
222,1293046662965923842
223,1293046642023763968
224,1293046640299802625
225,1293046639913922560
226,1293046626517360641
227,1293046622000013312
228,1293046617768112128
229,1293046604300275713
230,1293046600911278080
231,1293046577871728640
232,1293046568287981569
233,1293046564152160256
234,1293046553893117952
235,1293046507139104775
236,1293046492190527489
237,1293046487824216066
238,1293046432631422976
239,1293046429514993665
240,1293046422355374082
241,1293046420660989952
242,1293046392517062656
243,1293046387488313344
244,1293046376650006529
245,1293046372086829056
246,1293046347294101504
247,1293046330466549760
248,1293046278876803074
249,1293046239680839681
250,1293046234412974081
251,1293046232990937088
252,1293046232819085313
253,1293046231548063744
254,1293046230457581573
255,1293046221133606912
256,1293046213512769536
257,1293046209884504064
258,1293046197989638154
259,1293046188531429379
260,1293046172727177216
261,1293046163197788160
262,1293046152158253056
263,1293046150707269633
264,1293046139248234497
265,1293046123955879938
266,1293046122722635776
267,1293046103441645569
268,1293046090275553280
269,1293046076111495170
270,1293046066254761984
271,1293046055588605954
272,1293046047791448064
273,1293046026237026304
274,1293046026065018885
275,1293046013393920000
276,1293045991403171840
277,1293045974449958912
278,1293045961082548224
279,1293045953805467649
280,1293045862461890561
281,1293045840211251200
282,1293045831378046977
283,1293045815921975297
284,1293045811128020994
285,1293045805117509633
286,1293045803393495040
287,1293045799018848262
288,1293045794233171970
289,1293045788319211520
290,1293045786721136640
291,1293045779599372289
292,1293045773291024384
293,1293045762893504512
294,1293045754647388160
295,1293045743037624320
296,1293045740747423744
297,1293045725446770688
298,1293045689048424448
299,1293045685986537472
300,1293045685579689986
301,1293045684590063617
302,1293045681901449217
303,1293045678525095938
304,1293045651828355073
305,1293045622522740737
306,1293045617749446656
307,1293045615753080832
308,1293045553484271617
309,1293045531795697664
310,1293045490666414082
311,1293045427244212224
312,1293045426367524864
313,1293045412815876096
314,1293045400140763136
315,1293045393618608128
316,1293045384982327297
317,1293045384428756992
318,1293045380406378497
319,1293045369589309440
320,1293045324345270276
321,1293045322076184577
322,1293045320310374400
323,1293045265381851137
324,1293045250500567042
325,1293045241042178048
326,1293045218720145409
327,1293045204912570369
328,1293045178526134272
329,1293045158678732800
330,1293045108636409856
331,1293045104706551808
332,1293045102571659267
333,1293045069109506050
334,1293045058107666434
335,1293045049714831361
336,1293045028273754112
337,1293045018417147906
338,1293045010556833792
339,1293044987458990080
340,1293044981062488065
341,1293044966357266433
342,1293044959260446722
343,1293044939689832449
344,1293044936569434118
345,1293044920492515328
346,1293044915363090432
347,1293044908240990208
348,1293044867560435712
349,1293044815966470145
350,1293044815844777986
351,1293044801751810048
352,1293044799881089024
353,1293044799860346880
354,1293044776976162817
355,1293044763927576577
356,1293044747456483333
357,1293044746882031616
358,1293044746605142016
359,1293044744793227264
360,1293044730201124864
361,1293044729433583616
362,1293044728296910849
363,1293044727260966912
364,1293044721741373442
365,1293044713897865224
366,1293044711553404929
367,1293044670524620800
368,1293044658952699904
369,1293044656545071105
370,1293044651843149825
371,1293044649406238720
372,1293044647778897920
373,1293044615654674432
374,1293044614627094530
375,1293044613482033153
376,1293044613360398336
377,1293044606708273152
378,1293044602799153152
379,1293044579583827968
380,1293044577226461186
381,1293044572667420673
382,1293044511241695235
383,1293044490849091590
384,1293044486298378245
385,1293044476164751361
386,1293044476093566981
387,1293044469768392704
388,1293044446007685122
389,1293044438231429121
390,1293044423698206721
391,1293044401334353920
392,1293044383688691712
393,1293044370128564224
394,1293044369298096129
395,1293044365309423618
396,1293044363174400000
397,1293044328538034177
398,1293044321193734144
399,1293044318706466817
400,1293044314029740032
401,1293044311517351938
402,1293044308396740608
403,1293044299618279424
404,1293044293523787776
405,1293044260875333637
406,1293044260263075840
407,1293044219628511232
408,1293044194798383104
409,1293044188590694400
410,1293044188079104000
411,1293044179388571648
412,1293044178255896576
413,1293044167757582336
414,1293044161059467264
415,1293044147310526465
416,1293044137160331266
417,1293044123654672384
418,1293044081325613056
419,1293044066981044224
420,1293044034324140032
421,1293044031249932289
422,1293044004255338496
423,1293043969673355264
424,1293043944817819648
425,1293043895815802880
426,1293043857815252992
427,1293043852857815040
428,1293043845622620160
429,1293043844796174336
430,1293043795815051264
431,1293043791423832066
432,1293043784503066624
433,1293043782590619650
434,1293043779927244800
435,1293043756447367170
436,1293043726634246144
437,1293043712898011136
438,1293043711341862912
439,1293043709978619906
440,1293043699069284352
441,1293043693386178560
442,1293043675279368192
443,1293043659667959808
444,1293043652088836096
445,1293043647827439626
446,1293043645768237058
447,1293043578902441984
448,1293043557758939137
449,1293043527769710592
450,1293043522250190849
451,1293043498090987521
452,1293043410102890496
453,1293043408441716736
454,1293043407481446405
455,1293043404109221888
456,1293043376565100544
457,1293043355312484352
458,1293043344709308416
459,1293043342834573312
460,1293043329257570306
461,1293043318356471809
462,1293043309020053504
463,1293043287301988352
464,1293043259778924545
465,1293043245476265984
466,1293043239948136448
467,1293043209203929088
468,1293043208252010498
469,1293043175586533378
470,1293043166631751680
471,1293043159807569920
472,1293043158968864768
473,1293043156141842432
474,1293043153600049152
475,1293043133484109824
476,1293043131722547205
477,1293043122788880390
478,1293043076080885760
479,1293043037736591360
480,1293043035777970177
481,1293043034603630592
482,1293043032288137216
483,1293043026382602241
484,1293043014928146433
485,1293043013824819201
486,1293042979939254272
487,1293042979788271616
488,1293042961865945089
489,1293042953967906818
490,1293042941406183424
491,1293042931721310208
492,1293042925597851648
493,1293042921533407233
494,1293042897084747777
495,1293042886099922944
496,1293042880093839360
497,1293042847881613312
498,1293042830584066049
499,1293042824481574912
500,1293042821201645568
501,1293042812225822721
502,1293042762586230789
503,1293042715257692160
504,1293042709855379457
505,1293042692679561216
506,1293042683615690752
507,1293042681548091393
508,1293042678741917696
509,1293042673482440705
510,1293042662501572608
511,1293042660916174849
512,1293042648857473025
513,1293042628376788992
514,1293042607157723136
515,1293042593748541440
516,1293042590498004992
517,1293042590317592577
518,1293042585263472640
519,1293042580993736704
520,1293042575226486784
521,1293042572756164608
522,1293042541382836224
523,1293042531299549185
524,1293042530641227778
525,1293042514417483779
526,1293042500270034944
527,1293042499951316997
528,1293042498407890947
529,1293042496382087168
530,1293042495270477824
531,1293042484919119874
532,1293042463150669824
533,1293042462689132545
534,1293042460067631105
535,1293042454875140097
536,1293042425980755968
537,1293042420838543366
538,1293042411137118208
539,1293042386470305792
540,1293042382993149953
541,1293042372129914880
542,1293042355419746305
543,1293042338001035264
544,1293042323840880641
545,1293042311165706242
546,1293042302718316545
547,1293042285114847233
548,1293042274083848193
549,1293042248951590912
550,1293042247584239617
551,1293042236461060102
552,1293042231020929025
553,1293042228382687233
554,1293042182258077697
555,1293042171981987840
556,1293042142840082434
557,1293042136376631298
558,1293042123311259648
559,1293042084283387912
560,1293042082643357699
561,1293042079497478144
562,1293042071465418755
563,1293042065585053698
564,1293042050225577985
565,1293042037470580737
566,1293042016293548032
567,1293042011717677057
568,1293042006181191680
569,1293041987050852355
570,1293041981845729281
571,1293041980558258178
572,1293041966750380035
573,1293041960027136000
574,1293041955656499201
575,1293041955400822784
576,1293041955228618752
577,1293041954566086657
578,1293041942234726400
579,1293041938816552960
