,id
0,1293774268426268672
1,1293774262772408320
2,1293774254899527681
3,1293774254484463616
4,1293774231474339841
5,1293774228668506113
6,1293774226151731200
7,1293774225354842112
8,1293774223228493824
9,1293774222632931328
10,1293774195118223361
11,1293774188369465345
12,1293774187643846656
13,1293774185915850752
14,1293774182358978565
15,1293774177808158728
16,1293774162029195264
17,1293774138402918401
18,1293774123768971264
19,1293774119826149376
20,1293774113371234305
21,1293774101723656204
22,1293774091418324992
23,1293774074825465857
24,1293774071134597125
25,1293774064574758913
26,1293774031640866816
27,1293774029992730624
28,1293774028725878784
29,1293774026683420674
30,1293774013970300929
31,1293773992117993472
32,1293773987022090245
33,1293773968705327104
34,1293773945410379776
35,1293773942767996929
36,1293773928691769344
37,1293773896810819585
38,1293773889986654209
39,1293773884152520710
40,1293773883485704197
41,1293773861767413761
42,1293773838455537665
43,1293773830402572293
44,1293773817823858688
45,1293773815080603648
46,1293773814963281923
47,1293773811930689536
48,1293773792293117952
49,1293773774748176391
50,1293773754611437573
51,1293773753055211520
52,1293773748504428545
53,1293773745723596801
54,1293773727633567745
55,1293773719442042888
56,1293773694779756545
57,1293773693764751360
58,1293773674827247617
59,1293773672558338049
60,1293773661846097921
61,1293773657894944768
62,1293773644003291136
63,1293773636172517378
64,1293773633853116416
65,1293773632364261376
66,1293773630149545984
67,1293773593021566979
68,1293773588705681413
69,1293773582498070529
70,1293773546619985921
71,1293773536767680518
72,1293773535400222721
73,1293773529595478017
74,1293773523031339008
75,1293773487463641096
76,1293773485429399552
77,1293773418589028358
78,1293773408153477120
79,1293773390809989120
80,1293773389983674369
81,1293773370602008576
82,1293773368760516608
83,1293773353463844866
84,1293773342416072706
85,1293773341619150849
86,1293773331523497984
87,1293773318642958336
88,1293773301484003328
89,1293773296199069696
90,1293773268860641282
91,1293773264217505793
92,1293773263068377088
93,1293773260602015744
94,1293773253232726016
95,1293773252607778816
96,1293773241534885889
97,1293773214594633728
98,1293773195317784582
99,1293773170055553025
100,1293773168096706562
101,1293773151462141952
102,1293773148463095808
103,1293773144457711616
104,1293773139319689216
105,1293773125553971200
106,1293773121816649729
107,1293773118096326657
108,1293773099322814464
109,1293773076279078912
110,1293773066334539776
111,1293773047816581120
112,1293773033321242625
113,1293773029034647552
114,1293773025377234945
115,1293773023040819200
116,1293773022957109249
117,1293773021925138433
118,1293773012781666304
119,1293772984075931648
120,1293772965755011072
121,1293772965591617537
122,1293772964081463296
123,1293772942845923328
124,1293772940232851457
125,1293772928371298309
126,1293772921400221696
127,1293772890618441729
128,1293772885513969664
129,1293772885404729345
130,1293772870410067968
131,1293772855461793793
132,1293772851288240130
133,1293772824679723008
134,1293772818434232320
135,1293772815519244288
136,1293772815015923712
137,1293772813929795584
138,1293772809093574656
139,1293772808531705856
140,1293772799140495361
141,1293772796477095936
142,1293772795206393856
